<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
XAUAUD,20021210,00:00:00,578.2555,574.4340,579.2661,577.8931
XAUAUD,20021211,00:00:00,576.8887,576.0500,579.7749,579.0789
XAUAUD,20021212,00:00:00,578.9755,576.4747,587.3297,585.4565
XAUAUD,20021213,00:00:00,584.7922,584.1724,591.2782,589.5073
XAUAUD,20021216,00:00:00,587.0910,586.2009,594.1031,593.6452
XAUAUD,20021217,00:00:00,594.6233,593.0705,600.7759,594.3463
XAUAUD,20021218,00:00:00,594.6233,594.2464,609.0571,609.0571
XAUAUD,20021219,00:00:00,609.4026,607.8640,624.2263,610.4630
XAUAUD,20021220,00:00:00,609.0491,601.7339,613.4276,606.3091
XAUAUD,20021223,00:00:00,604.0816,604.0816,613.9601,613.8508
XAUAUD,20021224,00:00:00,614.8781,611.5644,620.5914,615.1251
XAUAUD,20021226,00:00:00,611.1407,609.7605,621.6217,619.3686
XAUAUD,20021227,00:00:00,619.2335,616.5868,624.9776,621.8577
XAUAUD,20021230,00:00:00,622.8632,606.4093,622.8632,606.4093
XAUAUD,20021231,00:00:00,606.5748,604.7129,619.7032,618.3601
XAUAUD,20030102,00:00:00,615.1655,605.7760,616.3824,613.0234
XAUAUD,20030103,00:00:00,613.7857,608.4028,622.8753,618.3839
XAUAUD,20030106,00:00:00,616.8900,608.1973,623.1041,608.1973
XAUAUD,20030107,00:00:00,607.9862,600.4180,610.0957,604.8823
XAUAUD,20030108,00:00:00,604.0432,602.1599,615.9722,612.9424
XAUAUD,20030109,00:00:00,612.6736,608.5977,616.8370,612.0465
XAUAUD,20030110,00:00:00,611.9403,602.2004,612.4957,607.0326
XAUAUD,20030113,00:00:00,607.7253,602.9185,608.4192,605.4701
XAUAUD,20030114,00:00:00,605.3666,601.0957,607.3451,601.0957
XAUAUD,20030115,00:00:00,600.1710,597.8243,602.9134,599.3497
XAUAUD,20030116,00:00:00,600.0342,595.9149,610.2215,606.9364
XAUAUD,20030117,00:00:00,605.5716,601.6219,606.0040,601.7236
XAUAUD,20030120,00:00:00,601.9977,601.1502,604.5447,601.2519
XAUAUD,20030121,00:00:00,600.6422,600.4393,608.0273,607.1004
XAUAUD,20030122,00:00:00,607.5132,607.2338,618.2906,618.0389
XAUAUD,20030123,00:00:00,618.4615,612.5000,621.2326,614.4986
XAUAUD,20030124,00:00:00,614.7347,611.5326,623.5215,620.6955
XAUAUD,20030127,00:00:00,623.3328,619.9156,631.9362,626.5898
XAUAUD,20030128,00:00:00,625.4885,621.2173,627.6342,627.1878
XAUAUD,20030129,00:00:00,626.5511,619.1525,628.6684,619.5560
XAUAUD,20030130,00:00:00,619.6611,617.4268,629.9011,628.2900
XAUAUD,20030131,00:00:00,628.0415,625.4471,631.3999,627.1504
XAUAUD,20030203,00:00:00,630.4199,628.7129,635.7253,633.8124
XAUAUD,20030204,00:00:00,639.8493,635.3601,645.5053,645.3961
XAUAUD,20030205,00:00:00,645.1776,625.8469,655.2423,626.2712
XAUAUD,20030206,00:00:00,626.4407,623.1198,636.3020,625.2959
XAUAUD,20030207,00:00:00,624.2178,620.4972,633.6382,625.5933
XAUAUD,20030210,00:00:00,626.7367,613.7172,629.7987,614.7054
XAUAUD,20030211,00:00:00,614.8614,612.0412,618.9749,614.5904
XAUAUD,20030212,00:00:00,615.5409,597.1467,616.1394,600.1362
XAUAUD,20030213,00:00:00,597.6855,589.5307,600.4026,598.5549
XAUAUD,20030214,00:00:00,599.2270,589.6872,602.7745,591.9608
XAUAUD,20030217,00:00:00,592.7931,577.7364,592.7931,584.4486
XAUAUD,20030218,00:00:00,585.0433,580.9508,589.4737,582.7253
XAUAUD,20030219,00:00:00,580.1527,580.1527,588.1461,588.1461
XAUAUD,20030220,00:00:00,588.1461,585.6113,593.2573,588.7272
XAUAUD,20030221,00:00:00,589.1603,586.2185,592.3012,587.3095
XAUAUD,20030224,00:00:00,588.8461,583.0430,590.2399,589.3536
XAUAUD,20030225,00:00:00,590.2019,579.4872,594.6393,580.6345
XAUAUD,20030226,00:00:00,580.8264,579.3729,584.6787,582.8807
XAUAUD,20030227,00:00:00,583.2511,571.0035,585.8320,571.0035
XAUAUD,20030228,00:00:00,570.7204,569.3986,577.1701,575.0494
XAUAUD,20030303,00:00:00,575.5929,563.3987,575.5929,569.7296
XAUAUD,20030304,00:00:00,569.8224,568.9207,576.5148,576.4725
XAUAUD,20030305,00:00:00,575.5314,571.4054,580.0781,573.7252
XAUAUD,20030306,00:00:00,573.7252,573.3594,580.3455,579.8045
XAUAUD,20030307,00:00:00,580.0880,567.9896,580.9027,570.8931
XAUAUD,20030310,00:00:00,570.9625,570.8694,577.2371,576.5663
XAUAUD,20030311,00:00:00,576.1912,574.1705,581.9754,579.4702
XAUAUD,20030312,00:00:00,580.2919,576.7388,586.8979,581.9438
XAUAUD,20030313,00:00:00,582.7290,560.5677,586.1191,561.1233
XAUAUD,20030314,00:00:00,559.2879,557.8735,567.2318,562.3222
XAUAUD,20030317,00:00:00,561.2364,560.9349,573.3289,567.3531
XAUAUD,20030318,00:00:00,569.2073,565.2836,574.0834,568.6142
XAUAUD,20030319,00:00:00,568.9975,565.2174,573.4278,569.6353
XAUAUD,20030320,00:00:00,567.8052,560.2562,568.0593,560.8029
XAUAUD,20030321,00:00:00,560.2359,551.9227,563.7595,552.9213
XAUAUD,20030324,00:00:00,549.8988,549.8988,556.7167,553.5384
XAUAUD,20030325,00:00:00,553.8177,548.7335,559.1290,549.6068
XAUAUD,20030326,00:00:00,550.5355,549.6733,552.8646,550.7682
XAUAUD,20030327,00:00:00,550.7682,545.3185,556.0373,546.3163
XAUAUD,20030328,00:00:00,546.5890,546.5890,552.6316,551.7126
XAUAUD,20030331,00:00:00,551.3162,550.5823,557.4123,557.3201
XAUAUD,20030401,00:00:00,557.7815,552.4835,558.5273,553.2760
XAUAUD,20030402,00:00:00,552.5446,545.5303,553.5921,547.9794
XAUAUD,20030403,00:00:00,546.4826,539.9069,546.7337,539.9069
XAUAUD,20030404,00:00:00,539.9069,536.4392,542.0000,542.0000
XAUAUD,20030407,00:00:00,538.5385,534.4110,540.9396,537.9990
XAUAUD,20030408,00:00:00,538.7189,533.6675,540.1569,536.6827
XAUAUD,20030409,00:00:00,536.4150,533.3887,539.5041,539.0586
XAUAUD,20030410,00:00:00,539.3258,535.1065,540.2812,538.3727
XAUAUD,20030411,00:00:00,538.0175,534.6682,541.3981,540.5450
XAUAUD,20030414,00:00:00,540.9754,535.7910,541.3422,536.3230
XAUAUD,20030415,00:00:00,536.5006,532.3194,538.2192,534.5964
XAUAUD,20030416,00:00:00,534.7726,527.4690,534.7726,532.4188
XAUAUD,20030417,00:00:00,533.3987,529.4595,533.4858,532.7896
XAUAUD,20030418,00:00:00,532.4422,530.7980,532.6158,531.6621
XAUAUD,20030421,00:00:00,530.6754,530.5027,543.0992,543.0248
XAUAUD,20030422,00:00:00,543.4677,535.4153,543.4677,535.4153
XAUAUD,20030423,00:00:00,535.4153,534.8311,541.1403,537.2626
XAUAUD,20030424,00:00:00,537.1753,533.9242,540.9783,540.7156
XAUAUD,20030425,00:00:00,539.7544,539.1333,542.1001,540.5713
XAUAUD,20030428,00:00:00,539.7367,532.8809,541.6464,539.9806
XAUAUD,20030429,00:00:00,539.7185,535.4661,539.8059,536.7304
XAUAUD,20030430,00:00:00,535.6857,535.6857,541.8932,540.5492
XAUAUD,20030501,00:00:00,540.9810,538.7671,542.1898,541.1187
XAUAUD,20030502,00:00:00,540.9473,538.0469,544.4444,540.6478
XAUAUD,20030505,00:00:00,540.5620,538.2919,541.1970,538.6070
XAUAUD,20030506,00:00:00,539.1291,532.9910,540.8419,535.4919
XAUAUD,20030507,00:00:00,536.1596,534.2167,538.9937,536.4363
XAUAUD,20030508,00:00:00,537.3626,535.0754,542.2568,542.2118
XAUAUD,20030509,00:00:00,541.9003,537.0313,541.9003,540.1675
XAUAUD,20030512,00:00:00,539.3902,536.8145,543.5858,540.1077
XAUAUD,20030513,00:00:00,540.8572,538.5565,544.0310,538.8889
XAUAUD,20030514,00:00:00,539.3883,538.9972,546.9160,544.3018
XAUAUD,20030515,00:00:00,544.7230,544.1153,552.6768,549.2892
XAUAUD,20030516,00:00:00,548.5180,544.2260,550.1482,544.2260
XAUAUD,20030519,00:00:00,538.9995,538.9995,558.8505,558.5943
XAUAUD,20030520,00:00:00,559.6204,555.0152,564.1458,558.5600
XAUAUD,20030521,00:00:00,558.1360,552.0486,568.2618,567.4561
XAUAUD,20030522,00:00:00,567.8238,555.9939,568.3487,559.1545
XAUAUD,20030523,00:00:00,561.2245,555.8245,563.1379,558.8280
XAUAUD,20030526,00:00:00,558.6762,558.5066,562.0249,560.3213
XAUAUD,20030527,00:00:00,560.3213,556.0122,566.6414,556.9814
XAUAUD,20030528,00:00:00,556.3015,551.0298,561.0770,559.9755
XAUAUD,20030529,00:00:00,559.4470,556.4441,567.9791,566.1505
XAUAUD,20030530,00:00:00,566.0637,554.2612,567.6298,556.9833
XAUAUD,20030602,00:00:00,562.3942,551.9411,562.6539,556.2823
XAUAUD,20030603,00:00:00,557.4695,551.9589,557.4695,551.9589
XAUAUD,20030604,00:00:00,551.7919,542.8270,552.5439,543.5635
XAUAUD,20030605,00:00:00,543.4815,543.4815,553.9687,553.0315
XAUAUD,20030606,00:00:00,551.8691,545.9848,557.9366,551.2743
XAUAUD,20030609,00:00:00,551.5566,548.2356,553.6039,550.7312
XAUAUD,20030610,00:00:00,550.4797,534.4696,550.6474,537.3111
XAUAUD,20030611,00:00:00,537.3111,534.2776,539.8014,534.6908
XAUAUD,20030612,00:00:00,535.0136,528.8534,536.9026,531.1278
XAUAUD,20030613,00:00:00,531.0480,527.8028,534.1624,532.6249
XAUAUD,20030616,00:00:00,533.4431,533.4431,540.5810,537.6666
XAUAUD,20030617,00:00:00,537.5861,536.1950,543.0841,541.5297
XAUAUD,20030618,00:00:00,541.9779,529.2720,543.0108,531.3522
XAUAUD,20030619,00:00:00,531.7472,531.0066,540.5890,538.4730
XAUAUD,20030620,00:00:00,538.8748,532.5338,539.0008,534.1028
XAUAUD,20030623,00:00:00,533.6725,528.3133,536.9896,530.9721
XAUAUD,20030624,00:00:00,531.1322,521.8769,533.8153,522.0865
XAUAUD,20030625,00:00:00,522.3228,517.0514,523.6517,520.0000
XAUAUD,20030626,00:00:00,519.4552,514.2258,520.5028,516.7068
XAUAUD,20030627,00:00:00,516.8624,515.0969,520.6861,518.0180
XAUAUD,20030630,00:00:00,517.8840,513.0563,518.8962,513.3610
XAUAUD,20030701,00:00:00,514.4895,514.3367,520.6795,517.9654
XAUAUD,20030702,00:00:00,518.1952,515.0448,519.5341,515.5745
XAUAUD,20030703,00:00:00,515.4987,511.4135,516.0767,514.9068
XAUAUD,20030704,00:00:00,514.9068,514.2312,517.0128,516.2763
XAUAUD,20030707,00:00:00,516.1290,510.7227,516.4997,513.8089
XAUAUD,20030708,00:00:00,513.2103,512.5258,522.7964,520.7387
XAUAUD,20030709,00:00:00,521.2121,518.5688,527.1698,523.2806
XAUAUD,20030710,00:00:00,524.6377,522.7376,530.4267,523.8457
XAUAUD,20030711,00:00:00,524.0048,520.6599,525.1524,521.4891
XAUAUD,20030714,00:00:00,524.4330,522.1615,526.8507,526.4835
XAUAUD,20030715,00:00:00,526.9634,522.8598,531.7073,526.3320
XAUAUD,20030716,00:00:00,525.5228,522.1427,526.7940,523.5770
XAUAUD,20030717,00:00:00,523.4173,523.1778,527.8035,527.1864
XAUAUD,20030718,00:00:00,530.8832,528.7056,536.4986,536.4156
XAUAUD,20030721,00:00:00,536.0841,535.5874,540.7693,539.3949
XAUAUD,20030722,00:00:00,539.5606,537.2790,540.7066,538.7925
XAUAUD,20030723,00:00:00,538.7805,537.1393,544.2846,544.2846
XAUAUD,20030724,00:00:00,545.4408,537.7089,546.7268,543.4880
XAUAUD,20030725,00:00:00,543.8148,541.8489,548.1392,546.6063
XAUAUD,20030728,00:00:00,547.0188,543.5177,552.1131,550.0528
XAUAUD,20030729,00:00:00,550.1359,541.8919,550.1359,544.1110
XAUAUD,20030730,00:00:00,544.1931,540.9070,546.7012,545.1899
XAUAUD,20030731,00:00:00,545.1065,544.3679,552.0704,546.9690
XAUAUD,20030801,00:00:00,546.6317,529.9893,548.8827,533.5999
XAUAUD,20030804,00:00:00,534.5912,532.5970,541.3825,540.4611
XAUAUD,20030805,00:00:00,539.8763,538.7465,545.7236,541.7694
XAUAUD,20030806,00:00:00,542.6895,538.4971,544.4290,541.3580
XAUAUD,20030807,00:00:00,541.2745,538.8170,543.6923,540.3498
XAUAUD,20030808,00:00:00,540.5986,540.3004,547.0426,545.9982
XAUAUD,20030811,00:00:00,548.7337,544.5122,549.8250,549.8250
XAUAUD,20030812,00:00:00,549.8250,543.3596,549.9239,545.9814
XAUAUD,20030813,00:00:00,546.3980,543.0272,552.3954,550.7224
XAUAUD,20030814,00:00:00,550.7224,547.5539,558.1324,557.2125
XAUAUD,20030815,00:00:00,557.0603,550.0000,558.2139,550.5839
XAUAUD,20030818,00:00:00,549.8183,542.9569,549.9016,545.1780
XAUAUD,20030819,00:00:00,545.3439,545.1761,553.5168,550.7777
XAUAUD,20030820,00:00:00,550.6098,548.8653,555.0000,553.6877
XAUAUD,20030821,00:00:00,554.3594,548.2489,555.9616,551.1016
XAUAUD,20030822,00:00:00,551.1016,550.1230,559.7658,556.4256
XAUAUD,20030825,00:00:00,557.0068,553.0641,558.1896,555.2308
XAUAUD,20030826,00:00:00,557.0304,556.1720,567.1224,566.3456
XAUAUD,20030827,00:00:00,566.5010,563.4218,583.8936,582.1993
XAUAUD,20030828,00:00:00,582.0802,576.2209,583.4381,576.7609
XAUAUD,20030829,00:00:00,577.4824,573.7781,585.0171,579.4436
XAUAUD,20030901,00:00:00,580.7300,578.1660,584.1599,581.5647
XAUAUD,20030902,00:00:00,582.1960,580.6351,589.0603,583.7524
XAUAUD,20030903,00:00:00,582.5090,579.9094,586.6247,583.0471
XAUAUD,20030904,00:00:00,584.0238,577.8714,586.0881,580.8160
XAUAUD,20030905,00:00:00,581.7218,574.7091,583.9901,582.0850
XAUAUD,20030908,00:00:00,582.1103,575.7342,582.7394,577.9732
XAUAUD,20030909,00:00:00,578.1515,577.3368,585.1047,579.9544
XAUAUD,20030910,00:00:00,580.1306,575.2697,580.5813,578.9554
XAUAUD,20030911,00:00:00,578.8673,570.3872,579.6616,575.7162
XAUAUD,20030912,00:00:00,576.3278,565.0076,576.3278,567.1349
XAUAUD,20030915,00:00:00,567.3513,561.1586,567.6368,561.9735
XAUAUD,20030916,00:00:00,561.6356,560.9903,566.0036,562.2266
XAUAUD,20030917,00:00:00,562.8399,561.5199,566.3810,566.0803
XAUAUD,20030918,00:00:00,566.8473,563.2788,567.9868,564.3951
XAUAUD,20030919,00:00:00,563.9718,560.5743,570.1519,567.7689
XAUAUD,20030922,00:00:00,562.9433,559.3444,570.6907,570.4589
XAUAUD,20030923,00:00:00,570.3748,565.2366,571.4920,568.8073
XAUAUD,20030924,00:00:00,569.3128,566.0656,574.4241,574.4241
XAUAUD,20030925,00:00:00,573.6617,565.8069,578.0882,567.5317
XAUAUD,20030926,00:00:00,566.7109,561.9908,570.4360,564.0570
XAUAUD,20030929,00:00:00,564.7669,563.2557,570.5594,563.3387
XAUAUD,20030930,00:00:00,564.1707,560.9077,569.9911,565.5496
XAUAUD,20031001,00:00:00,565.3835,558.5153,565.6521,559.9592
XAUAUD,20031002,00:00:00,559.7960,556.7387,563.6550,559.0643
XAUAUD,20031003,00:00:00,561.7600,541.0585,565.3004,545.0656
XAUAUD,20031006,00:00:00,542.1705,542.0396,549.2709,543.6369
XAUAUD,20031007,00:00:00,543.6496,542.0290,546.5099,544.9275
XAUAUD,20031008,00:00:00,545.3227,541.0405,547.1041,543.2546
XAUAUD,20031009,00:00:00,543.8062,533.2466,545.2567,534.0481
XAUAUD,20031010,00:00:00,534.6678,534.4353,540.2549,540.2549
XAUAUD,20031013,00:00:00,539.0727,535.7506,543.1884,542.8820
XAUAUD,20031014,00:00:00,542.8820,542.6368,547.3330,543.1097
XAUAUD,20031015,00:00:00,543.9640,538.5397,544.2137,543.5448
XAUAUD,20031016,00:00:00,542.7531,537.2009,542.7531,539.8256
XAUAUD,20031017,00:00:00,539.7471,533.0339,540.1948,536.1837
XAUAUD,20031020,00:00:00,534.4182,533.6310,540.1418,539.7193
XAUAUD,20031021,00:00:00,538.6282,537.9628,545.4546,543.1552
XAUAUD,20031022,00:00:00,544.0103,542.4697,549.2596,546.8218
XAUAUD,20031023,00:00:00,546.2018,545.8026,553.8550,548.4563
XAUAUD,20031024,00:00:00,548.0646,547.0488,558.6767,554.6195
XAUAUD,20031027,00:00:00,554.2857,547.2100,554.2857,549.9077
XAUAUD,20031028,00:00:00,550.0639,541.9090,550.8667,542.9382
XAUAUD,20031029,00:00:00,542.4762,538.1236,549.5303,549.4521
XAUAUD,20031030,00:00:00,549.2176,540.3340,552.7994,545.2090
XAUAUD,20031031,00:00:00,545.2865,539.6579,549.3556,543.4475
XAUAUD,20031103,00:00:00,543.7703,537.1217,545.0644,541.0330
XAUAUD,20031104,00:00:00,540.2579,535.1496,542.3995,535.3008
XAUAUD,20031105,00:00:00,535.0741,533.6247,540.3919,537.4524
XAUAUD,20031106,00:00:00,537.4524,534.6311,539.9180,537.2521
XAUAUD,20031107,00:00:00,537.2521,532.0594,540.6246,539.4051
XAUAUD,20031110,00:00:00,535.0605,535.0461,540.6469,539.7092
XAUAUD,20031111,00:00:00,540.1623,539.3211,543.5208,541.6550
XAUAUD,20031112,00:00:00,542.1097,540.6538,551.3446,549.2741
XAUAUD,20031113,00:00:00,549.2741,544.7075,550.5899,546.8555
XAUAUD,20031114,00:00:00,546.7796,546.6278,553.6708,551.7577
XAUAUD,20031117,00:00:00,551.2839,542.8289,556.8595,549.2621
XAUAUD,20031118,00:00:00,550.4225,544.4290,552.6168,549.2471
XAUAUD,20031119,00:00:00,549.7788,542.9006,552.8939,546.2476
XAUAUD,20031120,00:00:00,547.0809,541.5342,548.5168,546.0718
XAUAUD,20031121,00:00:00,546.3746,543.8427,550.0623,546.5100
XAUAUD,20031124,00:00:00,547.2534,542.7499,547.6553,544.5931
XAUAUD,20031125,00:00:00,544.2139,542.0249,547.1040,542.4837
XAUAUD,20031126,00:00:00,542.3329,542.3329,552.7152,547.7539
XAUAUD,20031127,00:00:00,548.1328,546.2220,548.9544,546.2220
XAUAUD,20031128,00:00:00,548.0343,544.8133,551.4277,549.3230
XAUAUD,20031201,00:00:00,550.1037,545.8299,553.4168,552.7328
XAUAUD,20031202,00:00:00,553.4929,548.0148,554.2020,550.9506
XAUAUD,20031203,00:00:00,550.4236,545.0463,551.4977,547.5285
XAUAUD,20031204,00:00:00,547.6029,544.4656,549.0410,547.3441
XAUAUD,20031205,00:00:00,548.0887,543.4132,552.2591,551.3308
XAUAUD,20031208,00:00:00,551.2699,546.7820,552.8059,548.3522
XAUAUD,20031209,00:00:00,548.2782,547.9822,552.4817,550.7423
XAUAUD,20031210,00:00:00,550.5603,547.7672,556.0514,547.8544
XAUAUD,20031211,00:00:00,547.6577,545.7742,552.0337,547.9285
XAUAUD,20031212,00:00:00,547.4226,546.4724,550.4105,550.3166
XAUAUD,20031215,00:00:00,553.3994,543.1898,553.3994,550.6720
XAUAUD,20031216,00:00:00,550.8338,546.8603,551.3114,546.8603
XAUAUD,20031217,00:00:00,547.6447,547.5710,558.6123,557.3015
XAUAUD,20031218,00:00:00,556.6382,552.1963,557.6662,554.1746
XAUAUD,20031219,00:00:00,554.2055,552.4997,555.9474,554.6207
XAUAUD,20031222,00:00:00,553.7415,553.6662,559.8256,558.0698
XAUAUD,20031223,00:00:00,557.5692,555.7975,558.5672,556.1577
XAUAUD,20031224,00:00:00,556.2026,553.1972,556.9260,554.6875
XAUAUD,20031226,00:00:00,554.7770,554.2104,555.3759,554.2996
XAUAUD,20031229,00:00:00,555.7954,554.6581,558.0081,556.4213
XAUAUD,20031230,00:00:00,556.9892,554.6499,558.0710,555.6297
XAUAUD,20031231,00:00:00,555.5853,549.4360,555.8077,551.2156
XAUAUD,20040102,00:00:00,552.3024,546.4488,553.9856,546.7370
XAUAUD,20040105,00:00:00,546.4841,543.4386,552.9611,551.3872
XAUAUD,20040106,00:00:00,551.6028,546.2098,557.2113,548.5298
XAUAUD,20040107,00:00:00,549.3031,545.7856,551.2837,547.6470
XAUAUD,20040108,00:00:00,547.5042,543.1102,548.4664,546.2760
XAUAUD,20040109,00:00:00,545.9941,542.3008,549.4336,548.4743
XAUAUD,20040112,00:00:00,548.0051,544.6727,550.1157,546.3678
XAUAUD,20040113,00:00:00,546.3678,542.9527,547.8395,544.0535
XAUAUD,20040114,00:00:00,544.0535,537.4517,546.5911,541.8013
XAUAUD,20040115,00:00:00,541.8713,529.0222,542.4211,529.9079
XAUAUD,20040116,00:00:00,529.8924,528.0768,534.6806,532.7396
XAUAUD,20040119,00:00:00,532.4335,532.3637,539.9018,539.1858
XAUAUD,20040120,00:00:00,539.1143,533.9005,539.1858,537.0491
XAUAUD,20040121,00:00:00,536.4902,526.5675,537.6092,530.3932
XAUAUD,20040122,00:00:00,530.3246,525.4499,531.4315,525.9640
XAUAUD,20040123,00:00:00,526.0317,524.6092,530.4673,527.3929
XAUAUD,20040126,00:00:00,528.1991,523.8590,528.3361,524.6030
XAUAUD,20040127,00:00:00,524.6030,520.9727,527.3472,525.7957
XAUAUD,20040128,00:00:00,525.7957,524.2257,535.6126,532.6993
XAUAUD,20040129,00:00:00,532.6384,521.8536,532.9606,524.7043
XAUAUD,20040130,00:00:00,524.7043,524.0157,529.0237,525.9298
XAUAUD,20040202,00:00:00,525.5857,520.6819,529.1798,523.7782
XAUAUD,20040203,00:00:00,523.6402,520.8143,526.0131,522.3764
XAUAUD,20040204,00:00:00,522.4447,521.5398,526.1632,525.5350
XAUAUD,20040205,00:00:00,525.4660,518.7410,526.5580,521.3507
XAUAUD,20040206,00:00:00,521.2822,517.9884,531.9094,522.9132
XAUAUD,20040209,00:00:00,520.6374,520.5145,524.3383,523.7727
XAUAUD,20040210,00:00:00,523.7727,519.4672,524.4558,519.4672
XAUAUD,20040211,00:00:00,519.2061,518.6827,523.0492,521.8881
XAUAUD,20040212,00:00:00,521.8881,520.9314,524.7424,521.3156
XAUAUD,20040213,00:00:00,521.3210,515.6666,524.3195,518.5607
XAUAUD,20040216,00:00:00,518.4341,517.3897,520.0506,519.3231
XAUAUD,20040217,00:00:00,519.4543,517.4922,521.4662,519.9850
XAUAUD,20040218,00:00:00,520.3110,518.7341,522.7995,519.2405
XAUAUD,20040219,00:00:00,519.8885,516.9759,520.4263,516.9759
XAUAUD,20040220,00:00:00,516.8454,513.2951,520.3429,516.3892
XAUAUD,20040223,00:00:00,515.7184,513.7402,518.2491,514.2046
XAUAUD,20040224,00:00:00,514.4703,514.4038,519.5226,517.5731
XAUAUD,20040225,00:00:00,517.7724,509.1969,518.6994,513.0232
XAUAUD,20040226,00:00:00,513.1528,508.2586,513.9896,512.4481
XAUAUD,20040227,00:00:00,512.5113,510.0208,514.1522,512.1573
XAUAUD,20040301,00:00:00,512.6877,511.1656,519.1116,517.0227
XAUAUD,20040302,00:00:00,517.0896,511.0012,518.7200,515.8199
XAUAUD,20040303,00:00:00,516.9737,514.6014,526.6774,525.2107
XAUAUD,20040304,00:00:00,525.0000,519.9150,525.4849,522.9725
XAUAUD,20040305,00:00:00,523.3209,519.6726,529.4584,527.7156
XAUAUD,20040308,00:00:00,528.4885,525.0594,530.0265,528.4285
XAUAUD,20040309,00:00:00,528.2895,524.5021,532.8583,530.2731
XAUAUD,20040310,00:00:00,530.4130,529.8616,536.3136,533.9391
XAUAUD,20040311,00:00:00,534.2246,532.7913,548.9368,546.0964
XAUAUD,20040312,00:00:00,547.4343,538.3356,551.9713,539.4180
XAUAUD,20040315,00:00:00,540.4517,539.1969,544.7813,542.3568
XAUAUD,20040316,00:00:00,542.8727,538.6793,544.0184,541.3747
XAUAUD,20040317,00:00:00,541.3017,541.2288,549.9257,549.5946
XAUAUD,20040318,00:00:00,549.0275,544.8443,551.4607,546.6400
XAUAUD,20040319,00:00:00,546.3616,545.9279,550.8157,550.5078
XAUAUD,20040322,00:00:00,551.1706,549.5089,555.4965,552.7851
XAUAUD,20040323,00:00:00,552.6386,551.8937,558.5107,555.9093
XAUAUD,20040324,00:00:00,555.8355,554.1733,560.1827,557.9018
XAUAUD,20040325,00:00:00,558.3367,557.4211,564.7998,562.3901
XAUAUD,20040326,00:00:00,562.3901,558.3077,568.1818,565.4563
XAUAUD,20040329,00:00:00,566.0630,557.1008,567.1281,559.5126
XAUAUD,20040330,00:00:00,559.7375,555.9088,560.5578,560.4250
XAUAUD,20040331,00:00:00,560.2018,554.6538,560.4250,557.4840
XAUAUD,20040401,00:00:00,557.0049,554.3125,562.6959,554.9758
XAUAUD,20040402,00:00:00,555.1207,550.7514,560.3788,555.7022
XAUAUD,20040405,00:00:00,556.9520,549.0040,558.9839,550.9364
XAUAUD,20040406,00:00:00,550.9364,547.2591,552.8661,550.4659
XAUAUD,20040407,00:00:00,550.4527,546.9527,553.5031,552.6488
XAUAUD,20040408,00:00:00,552.7211,549.6394,553.7331,549.7115
XAUAUD,20040409,00:00:00,550.2889,548.4167,551.0418,549.9934
XAUAUD,20040412,00:00:00,550.2361,544.0448,551.1966,547.3519
XAUAUD,20040413,00:00:00,547.3519,536.1493,549.1976,539.7289
XAUAUD,20040414,00:00:00,539.3811,538.8800,549.0546,546.0867
XAUAUD,20040415,00:00:00,546.0248,535.2838,546.3974,537.2993
XAUAUD,20040416,00:00:00,537.4443,536.3624,540.8150,538.6168
XAUAUD,20040419,00:00:00,536.8209,536.2843,541.7949,536.2843
XAUAUD,20040420,00:00:00,536.4283,536.0629,540.6614,536.8320
XAUAUD,20040421,00:00:00,537.6300,532.3308,540.0247,534.2466
XAUAUD,20040422,00:00:00,534.5206,533.8716,540.2791,535.8748
XAUAUD,20040423,00:00:00,535.6560,535.3013,541.4144,539.2184
XAUAUD,20040426,00:00:00,541.4895,537.7899,542.6144,539.7302
XAUAUD,20040427,00:00:00,539.7302,538.8904,544.1879,541.8820
XAUAUD,20040428,00:00:00,541.5138,529.9972,543.2909,530.9734
XAUAUD,20040429,00:00:00,531.3408,527.5447,538.0979,537.4065
XAUAUD,20040430,00:00:00,537.7044,534.5233,540.7243,535.7143
XAUAUD,20040503,00:00:00,535.3731,535.1509,540.8831,537.2968
XAUAUD,20040504,00:00:00,537.0730,534.0517,539.5713,537.7449
XAUAUD,20040505,00:00:00,537.0827,532.9154,539.3674,537.0522
XAUAUD,20040506,00:00:00,537.4196,531.5797,538.1350,537.1270
XAUAUD,20040507,00:00:00,536.0853,535.0156,545.0602,537.3473
XAUAUD,20040510,00:00:00,539.4043,535.3434,546.7917,543.6474
XAUAUD,20040511,00:00:00,543.7383,538.9704,545.6246,542.0373
XAUAUD,20040512,00:00:00,541.8041,539.1105,548.5591,540.3318
XAUAUD,20040513,00:00:00,541.0047,540.5637,548.5748,543.8673
XAUAUD,20040514,00:00:00,543.6681,541.5822,548.6223,544.2983
XAUAUD,20040517,00:00:00,544.4685,544.1324,554.4829,552.2214
XAUAUD,20040518,00:00:00,552.3019,546.1158,557.0924,546.9227
XAUAUD,20040519,00:00:00,547.0023,541.0842,549.8776,547.8273
XAUAUD,20040520,00:00:00,548.7018,543.6935,551.6493,544.8930
XAUAUD,20040521,00:00:00,545.2456,542.8775,551.1755,551.0964
XAUAUD,20040524,00:00:00,550.0715,547.5714,553.5458,552.7372
XAUAUD,20040525,00:00:00,552.1341,546.6591,553.8793,548.0864
