<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
XAUAUD,20010626,00:00:00,529.5895,521.8594,534.2545,528.6728
XAUAUD,20010627,00:00:00,528.6673,523.6903,532.6213,524.4020
XAUAUD,20010628,00:00:00,525.1111,521.8684,532.8193,531.8623
XAUAUD,20010629,00:00:00,530.7723,529.9353,534.8539,530.0981
XAUAUD,20010702,00:00:00,529.3715,525.0098,530.7224,526.0121
XAUAUD,20010703,00:00:00,526.2519,515.7275,530.1111,517.0632
XAUAUD,20010704,00:00:00,516.5249,514.7506,518.0163,516.4125
XAUAUD,20010705,00:00:00,515.8149,513.6698,518.3496,515.0720
XAUAUD,20010706,00:00:00,515.2724,515.2724,525.6360,522.9286
XAUAUD,20010709,00:00:00,523.6220,520.8415,527.8922,520.8415
XAUAUD,20010710,00:00:00,521.3516,520.8821,524.0063,521.6837
XAUAUD,20010711,00:00:00,521.2745,519.0867,531.5925,531.0829
XAUAUD,20010712,00:00:00,530.0316,524.1761,534.2111,526.9040
XAUAUD,20010713,00:00:00,526.5915,523.8029,527.3843,526.3812
XAUAUD,20010716,00:00:00,522.4094,522.4094,526.8110,525.8332
XAUAUD,20010717,00:00:00,525.9318,525.5223,528.8313,525.9179
XAUAUD,20010718,00:00:00,525.9521,522.2676,526.9718,524.0450
XAUAUD,20010719,00:00:00,524.0450,521.2824,526.8132,523.7724
XAUAUD,20010720,00:00:00,524.3617,515.0866,533.5185,531.2129
XAUAUD,20010723,00:00:00,532.9051,528.1441,533.0104,528.1441
XAUAUD,20010724,00:00:00,528.1441,527.6140,530.8374,527.9412
XAUAUD,20010725,00:00:00,529.2903,525.9165,531.4043,526.1024
XAUAUD,20010726,00:00:00,526.4816,522.3249,526.4816,522.8880
XAUAUD,20010727,00:00:00,522.6567,522.6567,526.5996,526.4381
XAUAUD,20010730,00:00:00,527.4108,523.6353,527.9208,523.8425
XAUAUD,20010731,00:00:00,523.7389,521.3017,526.8817,522.8504
XAUAUD,20010801,00:00:00,522.9334,514.4537,523.9913,515.6401
XAUAUD,20010802,00:00:00,516.5861,512.8890,517.0212,515.1492
XAUAUD,20010803,00:00:00,514.1237,513.7447,519.4062,517.8744
XAUAUD,20010806,00:00:00,518.7803,515.9389,519.7712,516.5249
XAUAUD,20010807,00:00:00,516.3253,515.0793,518.9672,518.8701
XAUAUD,20010808,00:00:00,518.5365,513.0208,518.8496,516.2876
XAUAUD,20010809,00:00:00,515.8898,515.4794,535.5673,533.5675
XAUAUD,20010810,00:00:00,534.2445,527.3609,537.0334,532.2894
XAUAUD,20010813,00:00:00,533.2100,529.9055,534.1501,530.3761
XAUAUD,20010814,00:00:00,532.9978,528.2838,533.8375,528.8369
XAUAUD,20010815,00:00:00,528.9353,519.3158,529.3384,521.5868
XAUAUD,20010816,00:00:00,521.6856,518.7312,524.6813,523.2248
XAUAUD,20010817,00:00:00,523.9230,516.3735,524.3563,519.7950
XAUAUD,20010820,00:00:00,519.9590,517.4647,521.9873,517.8216
XAUAUD,20010821,00:00:00,517.9444,513.3695,520.5389,513.3695
XAUAUD,20010822,00:00:00,515.3128,510.5038,516.7912,513.3970
XAUAUD,20010823,00:00:00,513.4907,512.2597,516.5790,515.0403
XAUAUD,20010824,00:00:00,515.3760,509.3580,518.0427,510.1723
XAUAUD,20010827,00:00:00,509.7849,509.7849,516.0000,515.2885
XAUAUD,20010828,00:00:00,515.2289,511.9743,517.1667,512.1184
XAUAUD,20010829,00:00:00,512.8326,512.3824,517.6794,516.2510
XAUAUD,20010830,00:00:00,516.7959,512.1446,517.4920,516.7387
XAUAUD,20010831,00:00:00,516.4505,513.9196,520.2498,519.1776
XAUAUD,20010903,00:00:00,519.8292,517.4119,520.3345,517.9181
XAUAUD,20010904,00:00:00,518.2198,517.0399,523.3366,522.2457
XAUAUD,20010905,00:00:00,521.6222,518.2252,524.7148,520.6334
XAUAUD,20010906,00:00:00,522.1196,519.9272,523.7075,521.2550
XAUAUD,20010907,00:00:00,524.6918,523.0607,527.9352,525.0240
XAUAUD,20010910,00:00:00,526.4427,525.7324,532.6499,528.3405
XAUAUD,20010911,00:00:00,528.4434,525.7902,557.5366,552.6720
XAUAUD,20010912,00:00:00,553.5233,537.1423,562.8043,543.1836
XAUAUD,20010913,00:00:00,541.5296,539.2005,546.3897,545.3858
XAUAUD,20010914,00:00:00,544.4896,543.5813,560.2562,554.9728
XAUAUD,20010917,00:00:00,557.5058,556.2185,584.0678,575.3931
XAUAUD,20010918,00:00:00,575.4473,574.6209,584.5469,576.8844
XAUAUD,20010919,00:00:00,577.1164,577.1164,591.9781,589.6083
XAUAUD,20010920,00:00:00,590.0448,582.8283,590.3344,582.8444
XAUAUD,20010921,00:00:00,586.2980,584.6356,607.9562,600.4124
XAUAUD,20010924,00:00:00,598.5988,584.0960,605.7871,588.3550
XAUAUD,20010925,00:00:00,587.2790,580.8347,588.3503,587.3274
XAUAUD,20010926,00:00:00,585.1709,583.9069,598.8146,598.8146
XAUAUD,20010927,00:00:00,595.6317,593.5252,600.7424,597.3333
XAUAUD,20010928,00:00:00,599.7527,585.6941,600.0000,593.3063
XAUAUD,20011001,00:00:00,591.1949,588.0928,595.1751,588.6869
XAUAUD,20011002,00:00:00,588.4017,582.7273,592.2173,584.2424
XAUAUD,20011003,00:00:00,583.6195,579.5870,586.6370,584.3106
XAUAUD,20011004,00:00:00,582.4753,576.0848,584.3724,580.5416
XAUAUD,20011005,00:00:00,578.2062,572.7971,581.0083,573.2453
XAUAUD,20011008,00:00:00,576.8851,572.4709,579.4532,574.4135
XAUAUD,20011009,00:00:00,574.7092,573.2622,577.8663,574.3257
XAUAUD,20011010,00:00:00,576.5378,564.9412,577.9247,568.2543
XAUAUD,20011011,00:00:00,567.4572,561.9735,568.9766,563.7274
XAUAUD,20011012,00:00:00,561.3605,560.1234,568.7836,566.3743
XAUAUD,20011015,00:00:00,554.2863,544.2658,555.6314,544.2658
XAUAUD,20011016,00:00:00,548.2960,546.2765,550.6836,549.7556
XAUAUD,20011017,00:00:00,547.8745,545.0844,551.0244,550.7996
XAUAUD,20011018,00:00:00,553.2771,545.4278,556.9882,550.5329
XAUAUD,20011019,00:00:00,550.1085,546.7980,550.3257,548.5349
XAUAUD,20011022,00:00:00,549.1642,539.7448,549.2722,539.7448
XAUAUD,20011023,00:00:00,539.2080,537.6618,544.0039,541.9374
XAUAUD,20011024,00:00:00,544.3500,541.2783,544.9141,541.5600
XAUAUD,20011025,00:00:00,541.8143,541.2471,549.4342,549.4342
XAUAUD,20011026,00:00:00,549.1852,548.8183,553.1044,551.9124
XAUAUD,20011029,00:00:00,553.0364,548.4765,553.4786,550.8609
XAUAUD,20011030,00:00:00,550.8498,550.1376,555.3352,554.7184
XAUAUD,20011031,00:00:00,554.3366,551.1992,557.3102,554.8817
XAUAUD,20011101,00:00:00,555.2040,544.6049,555.9865,549.4495
XAUAUD,20011102,00:00:00,547.9882,547.3251,553.4269,550.7289
XAUAUD,20011105,00:00:00,552.2108,546.8965,552.2108,547.4823
XAUAUD,20011106,00:00:00,547.2681,541.4720,548.3870,545.4297
XAUAUD,20011107,00:00:00,545.6814,541.5325,546.1239,543.8665
XAUAUD,20011108,00:00:00,542.9430,535.8945,545.4811,536.6233
XAUAUD,20011109,00:00:00,538.3583,537.6093,541.9601,539.1203
XAUAUD,20011112,00:00:00,533.7122,532.3478,541.5058,534.4874
XAUAUD,20011113,00:00:00,534.4297,530.4023,537.0228,532.3789
XAUAUD,20011114,00:00:00,531.1541,530.0134,534.8748,534.2835
XAUAUD,20011115,00:00:00,533.4231,528.5357,535.6839,530.7068
XAUAUD,20011116,00:00:00,531.7337,522.8446,532.4680,526.1796
XAUAUD,20011119,00:00:00,524.8614,521.1524,527.0969,522.6017
XAUAUD,20011120,00:00:00,522.5633,522.0602,526.6860,525.1203
XAUAUD,20011121,00:00:00,524.3082,524.3082,529.4802,528.0953
XAUAUD,20011122,00:00:00,528.7432,526.5610,528.9785,526.8911
XAUAUD,20011123,00:00:00,526.9632,525.9653,527.6056,525.9946
XAUAUD,20011126,00:00:00,527.3642,525.0675,528.0736,526.8599
XAUAUD,20011127,00:00:00,526.3615,521.0284,526.3615,523.0754
XAUAUD,20011128,00:00:00,523.1668,523.1668,527.7189,525.5180
XAUAUD,20011129,00:00:00,525.8207,525.6814,530.2029,528.5880
XAUAUD,20011130,00:00:00,526.8749,525.9217,529.5704,526.4321
XAUAUD,20011203,00:00:00,527.4144,526.5682,535.8110,535.8110
XAUAUD,20011204,00:00:00,536.1364,533.3979,537.5486,535.4864
XAUAUD,20011205,00:00:00,535.7991,528.5880,536.7550,529.5437
XAUAUD,20011206,00:00:00,529.6655,527.5796,531.5504,528.7615
XAUAUD,20011207,00:00:00,528.9656,528.4143,532.9905,532.7566
XAUAUD,20011210,00:00:00,532.7566,526.9992,532.7566,529.4575
XAUAUD,20011211,00:00:00,529.4381,526.4888,530.4652,527.5087
XAUAUD,20011212,00:00:00,527.2023,524.6819,527.9568,526.9386
XAUAUD,20011213,00:00:00,527.5477,525.6435,529.4572,528.1473
XAUAUD,20011214,00:00:00,528.3263,528.0563,535.9137,535.3428
XAUAUD,20011217,00:00:00,534.3738,533.4427,536.7118,536.7118
XAUAUD,20011218,00:00:00,536.8187,536.0425,544.8370,543.6978
XAUAUD,20011219,00:00:00,543.9091,536.3406,543.9091,539.3228
XAUAUD,20011220,00:00:00,538.5848,538.5848,547.6115,546.3549
XAUAUD,20011221,00:00:00,546.5715,545.0157,551.1274,546.4476
XAUAUD,20011224,00:00:00,544.6780,544.6780,548.6070,545.8210
XAUAUD,20011225,00:00:00,545.8210,545.8210,545.8210,545.8210
XAUAUD,20011227,00:00:00,550.3060,545.0876,552.8447,545.1409
XAUAUD,20011228,00:00:00,545.4850,539.0930,548.4298,540.3680
XAUAUD,20020102,00:00:00,546.5253,540.0545,546.6235,540.2913
XAUAUD,20020103,00:00:00,539.9767,537.3204,542.5077,540.0233
XAUAUD,20020104,00:00:00,539.2164,534.4530,540.8163,534.4530
XAUAUD,20020107,00:00:00,535.0202,533.6733,539.7606,537.2587
XAUAUD,20020108,00:00:00,536.8371,530.4713,537.2947,531.6854
XAUAUD,20020109,00:00:00,532.4985,530.6259,542.2967,540.1069
XAUAUD,20020110,00:00:00,540.5689,537.5475,548.9353,547.0543
XAUAUD,20020111,00:00:00,547.3322,547.0184,551.4001,550.1438
XAUAUD,20020114,00:00:00,553.0581,549.3822,554.4066,549.6524
XAUAUD,20020115,00:00:00,550.4058,544.4658,550.6185,549.1882
XAUAUD,20020116,00:00:00,549.1882,548.8983,559.9611,557.2511
XAUAUD,20020117,00:00:00,557.0097,551.3219,561.1447,551.3219
XAUAUD,20020118,00:00:00,551.4292,549.1167,552.4699,550.2527
XAUAUD,20020121,00:00:00,550.2527,544.4316,550.9625,545.3403
XAUAUD,20020122,00:00:00,544.7257,541.2059,546.3659,541.3135
XAUAUD,20020123,00:00:00,541.1584,535.9206,543.9391,538.1348
XAUAUD,20020124,00:00:00,537.8233,534.2637,540.8254,535.1856
XAUAUD,20020125,00:00:00,535.4944,534.6613,542.2352,540.8492
XAUAUD,20020128,00:00:00,540.1821,538.9621,542.4766,540.0349
XAUAUD,20020129,00:00:00,540.7191,538.5362,553.6206,552.6419
XAUAUD,20020130,00:00:00,553.5995,552.7226,557.8177,555.9131
XAUAUD,20020131,00:00:00,554.9901,552.3304,556.8047,556.2894
XAUAUD,20020201,00:00:00,555.7635,553.3949,563.7401,562.8937
XAUAUD,20020204,00:00:00,560.3025,558.5910,567.4113,567.0063
XAUAUD,20020205,00:00:00,567.8746,566.6080,585.6497,583.5068
XAUAUD,20020206,00:00:00,583.5461,580.5060,601.5769,582.1043
XAUAUD,20020207,00:00:00,582.7926,582.4489,593.1580,590.5397
XAUAUD,20020208,00:00:00,590.5845,588.3242,600.3518,594.0035
XAUAUD,20020211,00:00:00,593.5055,581.4113,593.5055,584.2835
XAUAUD,20020212,00:00:00,585.9848,582.6503,591.0577,588.7841
XAUAUD,20020213,00:00:00,589.4995,581.2833,589.4995,586.5215
XAUAUD,20020214,00:00:00,586.6562,577.8894,587.0018,580.3644
XAUAUD,20020215,00:00:00,579.5934,576.5389,583.4463,577.1689
XAUAUD,20020218,00:00:00,577.0571,572.1043,577.9842,573.7309
XAUAUD,20020219,00:00:00,574.6332,563.8380,576.6938,564.3202
XAUAUD,20020220,00:00:00,564.8649,562.0557,568.9909,562.3309
XAUAUD,20020221,00:00:00,562.7660,562.2429,568.5437,566.0731
XAUAUD,20020222,00:00:00,565.6086,565.6086,571.8610,570.6903
XAUAUD,20020225,00:00:00,569.9124,566.2638,569.9124,568.7439
XAUAUD,20020226,00:00:00,567.8592,567.4966,579.7115,579.5166
XAUAUD,20020227,00:00:00,580.1326,573.1045,583.1024,574.9369
XAUAUD,20020228,00:00:00,573.9055,571.8013,576.7009,571.8811
XAUAUD,20020301,00:00:00,572.0494,569.2218,577.4580,573.2525
XAUAUD,20020304,00:00:00,571.9362,569.4583,576.2556,569.7943
XAUAUD,20020305,00:00:00,570.4388,564.2198,573.9130,564.5453
XAUAUD,20020306,00:00:00,564.2061,560.7888,566.8722,560.9803
XAUAUD,20020307,00:00:00,560.8113,549.7148,561.0260,551.7997
XAUAUD,20020308,00:00:00,551.5533,548.0564,554.5646,553.6329
XAUAUD,20020311,00:00:00,553.9686,553.9686,561.7675,556.4142
XAUAUD,20020312,00:00:00,556.5210,556.5210,565.9669,563.3884
XAUAUD,20020313,00:00:00,564.1593,562.5025,566.2818,563.7991
XAUAUD,20020314,00:00:00,563.6906,554.6964,564.1509,554.9293
XAUAUD,20020315,00:00:00,555.6086,550.0476,556.5009,551.1039
XAUAUD,20020318,00:00:00,550.7704,550.4563,557.8817,556.9113
XAUAUD,20020319,00:00:00,557.0475,556.2727,560.2447,559.5411
XAUAUD,20020320,00:00:00,559.8278,549.5002,560.5061,550.4431
XAUAUD,20020321,00:00:00,550.3583,548.7883,551.9427,551.8315
XAUAUD,20020322,00:00:00,552.6514,551.0874,560.0490,560.0490
XAUAUD,20020325,00:00:00,559.1063,558.0281,562.6533,562.4740
XAUAUD,20020326,00:00:00,562.5732,559.3791,562.6352,561.6727
XAUAUD,20020327,00:00:00,562.0375,561.1395,574.1794,571.8673
XAUAUD,20020328,00:00:00,571.4151,563.6585,571.8166,566.4604
XAUAUD,20020329,00:00:00,566.7792,566.4356,567.6548,567.0983
XAUAUD,20020401,00:00:00,569.6191,562.2896,569.6191,567.3473
XAUAUD,20020402,00:00:00,567.0663,566.4297,572.8055,570.9611
XAUAUD,20020403,00:00:00,572.0038,566.7169,578.2839,568.3656
XAUAUD,20020404,00:00:00,568.5231,563.4771,569.0319,566.4154
XAUAUD,20020405,00:00:00,565.8822,560.5604,567.1431,564.9755
XAUAUD,20020408,00:00:00,566.2571,564.2790,570.4800,569.5025
XAUAUD,20020409,00:00:00,568.3283,563.4561,568.3283,564.5009
XAUAUD,20020410,00:00:00,563.4644,559.2997,568.2504,567.6593
XAUAUD,20020411,00:00:00,565.9578,562.4977,567.0748,565.3069
XAUAUD,20020412,00:00:00,564.5475,560.8184,564.6531,564.4648
XAUAUD,20020415,00:00:00,563.2496,562.7325,568.8713,563.7921
XAUAUD,20020416,00:00:00,563.7921,558.0457,564.3921,558.0457
XAUAUD,20020417,00:00:00,558.2255,557.2926,562.0458,560.5018
XAUAUD,20020418,00:00:00,561.0232,560.3160,567.4540,563.2566
XAUAUD,20020419,00:00:00,561.9207,558.2004,562.3956,558.8922
XAUAUD,20020422,00:00:00,559.4740,558.4675,563.5436,559.8890
XAUAUD,20020423,00:00:00,559.2531,559.0246,563.8337,563.2664
XAUAUD,20020424,00:00:00,563.4758,559.6833,566.3692,559.6833
XAUAUD,20020425,00:00:00,559.1269,559.1269,567.0037,565.9421
XAUAUD,20020426,00:00:00,566.1630,562.7415,572.6251,571.7308
XAUAUD,20020429,00:00:00,570.8639,570.5234,577.1089,576.9731
XAUAUD,20020430,00:00:00,576.8988,570.8179,576.8988,571.8930
XAUAUD,20020501,00:00:00,571.7868,571.1321,576.3138,571.1321
XAUAUD,20020502,00:00:00,572.5098,570.5380,574.4582,573.2276
XAUAUD,20020503,00:00:00,574.1779,572.4260,579.9777,577.5862
XAUAUD,20020506,00:00:00,576.6809,575.6862,579.2548,578.6403
XAUAUD,20020507,00:00:00,577.0328,571.7327,578.5675,577.8975
XAUAUD,20020508,00:00:00,577.2542,569.7288,577.2542,570.6417
XAUAUD,20020509,00:00:00,570.8720,567.9772,571.9325,568.4994
XAUAUD,20020510,00:00:00,570.8625,569.3892,572.0066,570.4717
XAUAUD,20020513,00:00:00,569.9963,565.6233,571.3629,567.2760
XAUAUD,20020514,00:00:00,567.2455,559.9380,568.0859,559.9380
XAUAUD,20020515,00:00:00,560.0839,560.0182,563.6247,562.3178
XAUAUD,20020516,00:00:00,562.2153,561.4418,565.1540,564.1750
XAUAUD,20020517,00:00:00,564.2232,560.9689,564.6984,562.5136
XAUAUD,20020520,00:00:00,561.4591,561.4591,571.4802,567.3925
XAUAUD,20020521,00:00:00,567.8912,565.3895,570.2289,567.5116
XAUAUD,20020522,00:00:00,569.2017,566.9594,571.6846,567.9012
XAUAUD,20020523,00:00:00,568.6985,566.9664,578.2819,577.3470
XAUAUD,20020524,00:00:00,579.2650,575.5539,580.4379,576.1648
XAUAUD,20020527,00:00:00,576.5012,573.4397,577.3724,574.0441
XAUAUD,20020528,00:00:00,574.2323,570.3354,579.2378,576.6203
XAUAUD,20020529,00:00:00,576.7587,573.1275,580.4047,576.3630
XAUAUD,20020530,00:00:00,577.2646,572.4248,577.2646,576.7045
XAUAUD,20020531,00:00:00,576.5500,570.9632,577.9652,574.7400
XAUAUD,20020603,00:00:00,575.7736,571.5336,576.2174,571.5336
XAUAUD,20020604,00:00:00,573.6944,565.8055,574.1643,565.9043
XAUAUD,20020605,00:00:00,566.2186,558.7825,569.1313,560.2200
XAUAUD,20020606,00:00:00,559.8395,557.4870,566.1700,565.1773
XAUAUD,20020607,00:00:00,564.9287,564.9287,570.0559,565.9031
XAUAUD,20020610,00:00:00,567.3966,558.3698,567.7012,558.7410
XAUAUD,20020611,00:00:00,560.7181,556.3095,563.3761,562.3575
XAUAUD,20020612,00:00:00,563.2577,558.8080,563.9514,559.5155
XAUAUD,20020613,00:00:00,559.3898,557.2231,561.5384,560.4269
XAUAUD,20020614,00:00:00,561.1062,561.1062,573.0142,568.5347
XAUAUD,20020617,00:00:00,570.2105,567.2134,570.9793,567.4248
XAUAUD,20020618,00:00:00,567.2457,563.5833,568.9779,564.7287
XAUAUD,20020619,00:00:00,565.6112,563.5047,568.5441,566.6018
XAUAUD,20020620,00:00:00,566.9557,562.9961,567.9215,565.2972
XAUAUD,20020621,00:00:00,565.8677,562.1640,565.9668,563.6205
XAUAUD,20020624,00:00:00,562.5545,562.5545,573.0204,563.8018
XAUAUD,20020625,00:00:00,563.3741,558.3377,567.1471,560.8498
XAUAUD,20020626,00:00:00,560.9470,558.8900,574.6534,570.0107
XAUAUD,20020627,00:00:00,567.9793,560.7909,568.7967,563.0889
XAUAUD,20020628,00:00:00,563.1887,557.1910,569.2827,557.6957
XAUAUD,20020701,00:00:00,556.8687,554.8082,559.9751,559.9751
XAUAUD,20020702,00:00:00,560.0213,553.7739,563.2153,554.0684
XAUAUD,20020703,00:00:00,553.6758,553.6758,560.1613,555.5655
XAUAUD,20020704,00:00:00,557.1583,556.4603,560.0649,557.8029
XAUAUD,20020705,00:00:00,558.9878,556.5264,560.4366,558.6808
XAUAUD,20020708,00:00:00,557.8200,550.9407,557.9099,553.8121
XAUAUD,20020709,00:00:00,554.1068,551.3500,558.2261,557.4828
XAUAUD,20020710,00:00:00,557.3770,553.1855,557.9795,557.5773
XAUAUD,20020711,00:00:00,558.1004,557.3170,568.4993,567.8462
XAUAUD,20020712,00:00:00,566.1175,562.2992,567.5943,564.2793
XAUAUD,20020715,00:00:00,564.0957,562.3665,570.8155,567.1725
XAUAUD,20020716,00:00:00,566.6905,564.7383,571.0176,570.2999
XAUAUD,20020717,00:00:00,569.2377,569.2377,576.5903,574.8324
XAUAUD,20020718,00:00:00,574.2081,572.8868,575.9942,573.5454
XAUAUD,20020719,00:00:00,573.5454,571.2902,584.4961,581.1612
XAUAUD,20020722,00:00:00,581.6400,581.6400,590.7597,590.1225
XAUAUD,20020723,00:00:00,589.5304,574.2374,594.4198,579.8109
XAUAUD,20020724,00:00:00,577.8250,569.5796,582.9609,569.5796
XAUAUD,20020725,00:00:00,571.0473,569.9687,575.3232,572.8265
XAUAUD,20020726,00:00:00,572.0222,559.4861,576.3451,566.3551
XAUAUD,20020729,00:00:00,566.4120,557.7655,566.4120,559.2373
XAUAUD,20020730,00:00:00,560.2298,557.0538,561.2922,560.2099
XAUAUD,20020731,00:00:00,560.8656,556.0935,561.2689,558.8235
XAUAUD,20020801,00:00:00,559.0297,553.8504,565.5890,563.5100
XAUAUD,20020802,00:00:00,565.1245,561.4518,570.7512,570.7512
XAUAUD,20020805,00:00:00,567.6754,567.4647,584.9253,583.3333
XAUAUD,20020806,00:00:00,580.9839,575.1271,585.9300,577.0102
XAUAUD,20020807,00:00:00,577.0102,576.3575,587.6286,584.3272
XAUAUD,20020808,00:00:00,585.9249,580.1534,588.3393,580.6965
XAUAUD,20020809,00:00:00,580.5878,577.2574,588.2000,586.3195
XAUAUD,20020812,00:00:00,584.5794,580.2298,587.8855,581.6800
XAUAUD,20020813,00:00:00,581.4643,580.1258,585.8313,585.2865
XAUAUD,20020814,00:00:00,586.7946,578.0030,590.7286,579.5306
XAUAUD,20020815,00:00:00,578.1308,573.8770,580.8295,579.6313
XAUAUD,20020816,00:00:00,579.2043,572.4505,579.8637,574.9633
XAUAUD,20020819,00:00:00,571.8475,563.3543,576.3991,564.6322
XAUAUD,20020820,00:00:00,564.2647,561.1030,566.3855,566.3855
XAUAUD,20020821,00:00:00,565.9945,561.8672,567.4278,565.0376
XAUAUD,20020822,00:00:00,565.8693,562.7997,569.8477,566.3218
XAUAUD,20020823,00:00:00,566.5311,560.2099,568.9112,564.8056
XAUAUD,20020826,00:00:00,563.8337,563.2818,570.5353,567.3889
XAUAUD,20020827,00:00:00,566.4528,556.7402,566.6850,564.2509
XAUAUD,20020828,00:00:00,563.5379,561.2985,565.4460,561.9895
XAUAUD,20020829,00:00:00,561.4799,561.4799,568.2436,567.7781
XAUAUD,20020830,00:00:00,567.2589,564.1953,570.1547,568.4670
XAUAUD,20020902,00:00:00,567.5282,565.0281,568.9529,566.4006
XAUAUD,20020903,00:00:00,565.7298,565.0517,574.0165,572.7588
XAUAUD,20020904,00:00:00,572.2892,572.2892,579.0441,577.0077
XAUAUD,20020905,00:00:00,576.2681,575.7520,588.3004,587.6497
XAUAUD,20020906,00:00:00,587.7581,583.1038,589.5975,584.4298
XAUAUD,20020909,00:00:00,584.2163,584.2163,593.4348,585.7221
XAUAUD,20020910,00:00:00,586.6861,577.5187,586.6861,578.6497
XAUAUD,20020911,00:00:00,578.9666,573.6179,579.9195,578.2077
XAUAUD,20020912,00:00:00,578.1022,572.8752,579.4630,577.0973
XAUAUD,20020913,00:00:00,577.8302,573.8956,580.0944,574.9591
XAUAUD,20020916,00:00:00,575.6639,574.4254,579.2161,578.9954
XAUAUD,20020917,00:00:00,577.5187,570.0255,580.7453,580.6392
XAUAUD,20020918,00:00:00,580.9576,578.7071,585.5708,582.6499
XAUAUD,20020919,00:00:00,584.0029,580.7566,587.7321,587.7321
XAUAUD,20020920,00:00:00,587.4113,585.4373,591.7657,589.4428
XAUAUD,20020923,00:00:00,589.3348,588.1815,594.4751,592.3473
XAUAUD,20020924,00:00:00,592.2384,592.2384,601.6559,599.3377
XAUAUD,20020925,00:00:00,598.6769,589.6684,598.6769,589.6684
XAUAUD,20020926,00:00:00,589.1288,584.5871,595.0886,587.7483
XAUAUD,20020927,00:00:00,586.5614,584.3870,589.7625,588.0729
XAUAUD,20020930,00:00:00,588.6251,588.6251,597.4576,596.1645
XAUAUD,20021001,00:00:00,595.9055,586.3586,598.1118,586.5737
XAUAUD,20021002,00:00:00,586.6813,585.9160,593.5199,593.0831
XAUAUD,20021003,00:00:00,593.5947,587.3627,594.3413,588.2030
XAUAUD,20021004,00:00:00,587.9121,584.3396,589.8094,588.9458
XAUAUD,20021007,00:00:00,588.9458,583.8938,590.0531,585.5921
XAUAUD,20021008,00:00:00,584.9536,580.8219,585.7481,581.8382
XAUAUD,20021009,00:00:00,582.2043,580.1457,583.7145,582.7561
XAUAUD,20021010,00:00:00,582.7863,577.3723,584.9470,577.3723
XAUAUD,20021011,00:00:00,577.0563,575.3600,580.4861,576.5027
XAUAUD,20021014,00:00:00,578.9954,578.9954,583.3181,580.9698
XAUAUD,20021015,00:00:00,581.7149,571.0628,583.5627,572.5261
XAUAUD,20021016,00:00:00,572.5777,571.7678,574.2538,572.5748
XAUAUD,20021017,00:00:00,572.3924,561.3780,573.4087,565.1463
XAUAUD,20021018,00:00:00,565.0990,562.9764,568.3885,568.1033
XAUAUD,20021021,00:00:00,568.2066,559.4443,568.7238,560.3247
XAUAUD,20021022,00:00:00,560.5050,558.2106,566.6667,564.9738
XAUAUD,20021023,00:00:00,566.0992,563.2912,566.6968,563.4949
XAUAUD,20021024,00:00:00,563.2912,556.3964,563.2912,561.6537
XAUAUD,20021025,00:00:00,562.2743,561.3054,565.5472,563.3549
XAUAUD,20021028,00:00:00,563.5807,561.9405,565.0378,563.8088
XAUAUD,20021029,00:00:00,563.9098,563.4055,571.3258,567.8879
XAUAUD,20021030,00:00:00,568.0431,568.0431,573.7854,571.9457
XAUAUD,20021031,00:00:00,571.7388,569.7297,572.6912,571.7888
XAUAUD,20021101,00:00:00,572.2012,568.6941,576.6673,572.2471
XAUAUD,20021104,00:00:00,568.9778,563.5458,568.9778,566.6429
XAUAUD,20021105,00:00:00,567.2494,565.5270,568.0684,566.2865
XAUAUD,20021106,00:00:00,566.2801,562.7990,567.0656,562.9761
XAUAUD,20021107,00:00:00,562.3122,562.1134,567.0085,565.8545
XAUAUD,20021108,00:00:00,565.7546,564.9259,570.7205,568.6448
XAUAUD,20021111,00:00:00,569.0725,565.5405,572.8051,571.9630
XAUAUD,20021112,00:00:00,573.1882,570.9194,578.3649,577.6984
XAUAUD,20021113,00:00:00,577.5478,567.3455,579.6247,568.8270
XAUAUD,20021114,00:00:00,567.9343,563.0327,568.6975,564.1526
XAUAUD,20021115,00:00:00,563.9205,563.9205,568.7910,567.9560
XAUAUD,20021118,00:00:00,567.9275,564.4760,569.4963,567.5387
XAUAUD,20021119,00:00:00,567.8418,566.9152,573.8677,569.7404
XAUAUD,20021120,00:00:00,569.9714,566.2801,571.9399,566.2801
XAUAUD,20021121,00:00:00,565.8458,563.3778,567.1908,563.3778
XAUAUD,20021122,00:00:00,564.5448,560.9929,570.4900,568.7910
XAUAUD,20021125,00:00:00,567.0212,566.5773,570.5391,567.5483
XAUAUD,20021126,00:00:00,568.0600,566.2736,569.3078,568.3646
XAUAUD,20021127,00:00:00,568.4662,567.2254,572.5108,569.2473
XAUAUD,20021128,00:00:00,570.5544,566.3575,570.8633,566.3575
XAUAUD,20021129,00:00:00,566.1555,564.9466,570.0717,568.6484
XAUAUD,20021202,00:00:00,567.4518,564.3035,568.5288,566.8095
XAUAUD,20021203,00:00:00,566.9108,566.4523,573.4741,572.9614
XAUAUD,20021204,00:00:00,572.6557,569.3405,575.6873,572.9557
XAUAUD,20021205,00:00:00,572.7516,571.1741,577.6907,577.5125
XAUAUD,20021206,00:00:00,577.5125,576.1353,584.5359,581.9804
XAUAUD,20021209,00:00:00,579.0970,576.3765,579.5556,577.7423
